timestamp,gameid,value,label
"Date:  Tue, 04 Aug 2020 05:18:56 GMT4 days ago",3527754,1.81,0
"Date:  Tue, 04 Aug 2020 05:19:13 GMT4 days ago",3527755,2.96,1
"Date:  Tue, 04 Aug 2020 05:19:37 GMT4 days ago",3527756,1.94,0
"Date:  Tue, 04 Aug 2020 05:19:55 GMT4 days ago",3527757,1.33,0
"Date:  Tue, 04 Aug 2020 05:20:08 GMT4 days ago",3527758,1.31,0
"Date:  Tue, 04 Aug 2020 05:20:20 GMT4 days ago",3527759,4.43,1
"Date:  Tue, 04 Aug 2020 05:20:50 GMT4 days ago",3527760,4.99,1
"Date:  Tue, 04 Aug 2020 05:21:21 GMT4 days ago",3527761,2.14,1
"Date:  Tue, 04 Aug 2020 05:21:40 GMT4 days ago",3527762,2.52,1
"Date:  Tue, 04 Aug 2020 05:22:02 GMT4 days ago",3527763,2.57,1
"Date:  Tue, 04 Aug 2020 05:22:24 GMT4 days ago",3527764,1.67,0
"Date:  Tue, 04 Aug 2020 05:22:40 GMT4 days ago",3527765,2.07,1
"Date:  Tue, 04 Aug 2020 05:22:59 GMT4 days ago",3527766,1.27,0
"Date:  Tue, 04 Aug 2020 05:23:10 GMT4 days ago",3527767,1.15,0
"Date:  Tue, 04 Aug 2020 05:23:21 GMT4 days ago",3527768,3.69,1
"Date:  Tue, 04 Aug 2020 05:23:48 GMT4 days ago",3527769,2.82,1
"Date:  Tue, 04 Aug 2020 05:24:11 GMT4 days ago",3527770,5.54,1
"Date:  Tue, 04 Aug 2020 05:24:44 GMT4 days ago",3527771,1.56,0
"Date:  Tue, 04 Aug 2020 05:24:59 GMT4 days ago",3527772,6.39,1
"Date:  Tue, 04 Aug 2020 05:25:34 GMT4 days ago",3527773,8.69,1
"Date:  Tue, 04 Aug 2020 05:26:13 GMT4 days ago",3527774,2.74,1
"Date:  Tue, 04 Aug 2020 05:26:36 GMT4 days ago",3527775,1.78,0
"Date:  Tue, 04 Aug 2020 05:26:53 GMT4 days ago",3527776,2.32,1
"Date:  Tue, 04 Aug 2020 05:27:13 GMT4 days ago",3527777,3.38,1
"Date:  Tue, 04 Aug 2020 05:27:39 GMT4 days ago",3527778,1.37,0
"Date:  Tue, 04 Aug 2020 05:27:52 GMT4 days ago",3527779,1.47,0
"Date:  Tue, 04 Aug 2020 05:28:06 GMT4 days ago",3527780,1.06,0
"Date:  Tue, 04 Aug 2020 05:28:15 GMT4 days ago",3527781,5.25,1
"Date:  Tue, 04 Aug 2020 05:28:48 GMT4 days ago",3527782,26.31,1
"Date:  Tue, 04 Aug 2020 05:29:43 GMT4 days ago",3527783,3.36,1
"Date:  Tue, 04 Aug 2020 05:30:09 GMT4 days ago",3527784,20.08,1
"Date:  Tue, 04 Aug 2020 05:31:01 GMT4 days ago",3527785,1.72,0
"Date:  Tue, 04 Aug 2020 05:31:17 GMT4 days ago",3527786,1.11,0
"Date:  Tue, 04 Aug 2020 05:31:27 GMT4 days ago",3527787,2.6,1
"Date:  Tue, 04 Aug 2020 05:31:49 GMT4 days ago",3527788,1.23,0
"Date:  Tue, 04 Aug 2020 05:32:00 GMT4 days ago",3527789,1.35,0
"Date:  Tue, 04 Aug 2020 05:32:13 GMT4 days ago",3527790,3.61,1
"Date:  Tue, 04 Aug 2020 05:32:40 GMT4 days ago",3527791,1.92,0
"Date:  Tue, 04 Aug 2020 05:32:57 GMT4 days ago",3527792,1.01,0
"Date:  Tue, 04 Aug 2020 05:33:06 GMT4 days ago",3527793,6.86,1
"Date:  Tue, 04 Aug 2020 05:33:42 GMT4 days ago",3527794,1.46,0
"Date:  Tue, 04 Aug 2020 05:33:56 GMT4 days ago",3527795,27.82,1
"Date:  Tue, 04 Aug 2020 05:34:52 GMT4 days ago",3527796,1.61,0
"Date:  Tue, 04 Aug 2020 05:35:08 GMT4 days ago",3527797,1.28,0
"Date:  Tue, 04 Aug 2020 05:35:19 GMT4 days ago",3527798,1.18,0
"Date:  Tue, 04 Aug 2020 05:35:30 GMT4 days ago",3527799,8.2,1
"Date:  Tue, 04 Aug 2020 05:36:09 GMT4 days ago",3527800,2.65,1
"Date:  Tue, 04 Aug 2020 05:36:31 GMT4 days ago",3527801,2.73,1
"Date:  Tue, 04 Aug 2020 05:36:54 GMT4 days ago",3527802,7.66,1
"Date:  Tue, 04 Aug 2020 05:37:32 GMT4 days ago",3527803,2.93,1
"Date:  Tue, 04 Aug 2020 05:37:56 GMT4 days ago",3527804,1.64,0
"Date:  Tue, 04 Aug 2020 05:38:11 GMT4 days ago",3527805,1.04,0
"Date:  Tue, 04 Aug 2020 05:38:20 GMT4 days ago",3527806,1.53,0
"Date:  Tue, 04 Aug 2020 05:38:35 GMT4 days ago",3527807,30.19,1
"Date:  Tue, 04 Aug 2020 05:39:32 GMT4 days ago",3527808,5.45,1
"Date:  Tue, 04 Aug 2020 05:40:05 GMT4 days ago",3527809,1.74,0
"Date:  Tue, 04 Aug 2020 05:40:21 GMT4 days ago",3527810,3.46,1
"Date:  Tue, 04 Aug 2020 05:40:47 GMT4 days ago",3527811,1.41,0
"Date:  Tue, 04 Aug 2020 05:41:01 GMT4 days ago",3527812,7.19,1
"Date:  Tue, 04 Aug 2020 05:41:37 GMT4 days ago",3527813,1.55,0
"Date:  Tue, 04 Aug 2020 05:41:52 GMT4 days ago",3527814,5.62,1
"Date:  Tue, 04 Aug 2020 05:42:25 GMT4 days ago",3527815,6.66,1
"Date:  Tue, 04 Aug 2020 05:43:01 GMT4 days ago",3527816,3.57,1
"Date:  Tue, 04 Aug 2020 05:43:28 GMT4 days ago",3527817,10.59,1
"Date:  Tue, 04 Aug 2020 05:44:10 GMT4 days ago",3527818,13.33,1
"Date:  Tue, 04 Aug 2020 05:44:56 GMT4 days ago",3527819,2.14,1
"Date:  Tue, 04 Aug 2020 05:45:15 GMT4 days ago",3527820,2.36,1
"Date:  Tue, 04 Aug 2020 05:45:36 GMT4 days ago",3527821,1.67,0
"Date:  Tue, 04 Aug 2020 05:45:51 GMT4 days ago",3527822,1.56,0
"Date:  Tue, 04 Aug 2020 05:46:06 GMT4 days ago",3527823,21.48,1
"Date:  Tue, 04 Aug 2020 05:46:59 GMT4 days ago",3527824,1.63,0
"Date:  Tue, 04 Aug 2020 05:47:14 GMT4 days ago",3527825,22.06,1
"Date:  Tue, 04 Aug 2020 05:48:07 GMT4 days ago",3527826,1.14,0
"Date:  Tue, 04 Aug 2020 05:48:17 GMT4 days ago",3527827,2.46,1
"Date:  Tue, 04 Aug 2020 05:48:38 GMT4 days ago",3527828,1.64,0
"Date:  Tue, 04 Aug 2020 05:48:54 GMT4 days ago",3527829,1.11,0
"Date:  Tue, 04 Aug 2020 05:49:04 GMT4 days ago",3527830,1.51,0
"Date:  Tue, 04 Aug 2020 05:49:18 GMT4 days ago",3527831,2.61,1
"Date:  Tue, 04 Aug 2020 05:49:40 GMT4 days ago",3527832,1.07,0
"Date:  Tue, 04 Aug 2020 05:49:50 GMT4 days ago",3527833,6.82,1
"Date:  Tue, 04 Aug 2020 05:50:26 GMT4 days ago",3527834,3.14,1
"Date:  Tue, 04 Aug 2020 05:50:50 GMT4 days ago",3527835,3.03,1
"Date:  Tue, 04 Aug 2020 05:51:15 GMT4 days ago",3527836,1.09,0
"Date:  Tue, 04 Aug 2020 05:51:25 GMT4 days ago",3527837,1.11,0
"Date:  Tue, 04 Aug 2020 05:51:34 GMT4 days ago",3527838,1.64,0
"Date:  Tue, 04 Aug 2020 05:51:50 GMT4 days ago",3527839,1.51,0
"Date:  Tue, 04 Aug 2020 05:52:04 GMT4 days ago",3527840,13.39,1
"Date:  Tue, 04 Aug 2020 05:52:50 GMT4 days ago",3527841,4.15,1
"Date:  Tue, 04 Aug 2020 05:53:19 GMT4 days ago",3527842,1.71,0
"Date:  Tue, 04 Aug 2020 05:53:35 GMT4 days ago",3527843,1.23,0
"Date:  Tue, 04 Aug 2020 05:53:46 GMT4 days ago",3527844,6.84,1
"Date:  Tue, 04 Aug 2020 05:54:23 GMT4 days ago",3527845,286.81,1
"Date:  Tue, 04 Aug 2020 05:55:53 GMT4 days ago",3527846,1.94,0
"Date:  Tue, 04 Aug 2020 05:56:10 GMT4 days ago",3527847,101.57,1
"Date:  Tue, 04 Aug 2020 05:57:25 GMT4 days ago",3527848,1.74,0
"Date:  Tue, 04 Aug 2020 05:57:42 GMT4 days ago",3527849,1.43,0
"Date:  Tue, 04 Aug 2020 05:57:55 GMT4 days ago",3527850,1.8,0
"Date:  Tue, 04 Aug 2020 05:58:12 GMT4 days ago",3527851,1.04,0
"Date:  Tue, 04 Aug 2020 05:58:21 GMT4 days ago",3527852,5.38,1
"Date:  Tue, 04 Aug 2020 05:58:54 GMT4 days ago",3527853,4.04,1
"Date:  Tue, 04 Aug 2020 05:59:22 GMT4 days ago",3527854,1.65,0
"Date:  Tue, 04 Aug 2020 05:59:38 GMT4 days ago",3527855,6.61,1
"Date:  Tue, 04 Aug 2020 06:00:14 GMT4 days ago",3527856,1.15,0
"Date:  Tue, 04 Aug 2020 06:00:24 GMT4 days ago",3527857,3.32,1
"Date:  Tue, 04 Aug 2020 06:00:50 GMT4 days ago",3527858,12.53,1
"Date:  Tue, 04 Aug 2020 06:01:35 GMT4 days ago",3527859,2.1,1
"Date:  Tue, 04 Aug 2020 06:01:54 GMT4 days ago",3527860,6.89,1
"Date:  Tue, 04 Aug 2020 06:02:30 GMT4 days ago",3527861,1.05,0
"Date:  Tue, 04 Aug 2020 06:02:39 GMT4 days ago",3527862,1.04,0
"Date:  Tue, 04 Aug 2020 06:02:49 GMT4 days ago",3527863,1.36,0
"Date:  Tue, 04 Aug 2020 06:03:01 GMT4 days ago",3527864,6.5,1
"Date:  Tue, 04 Aug 2020 06:03:37 GMT4 days ago",3527865,1.07,0
"Date:  Tue, 04 Aug 2020 06:03:46 GMT4 days ago",3527866,4.21,1
"Date:  Tue, 04 Aug 2020 06:04:16 GMT4 days ago",3527867,2.86,1
"Date:  Tue, 04 Aug 2020 06:04:39 GMT4 days ago",3527868,1.44,0
"Date:  Tue, 04 Aug 2020 06:04:53 GMT4 days ago",3527869,1.48,0
"Date:  Tue, 04 Aug 2020 06:05:07 GMT4 days ago",3527870,1,0
"Date:  Tue, 04 Aug 2020 06:05:16 GMT4 days ago",3527871,187.56,1
"Date:  Tue, 04 Aug 2020 06:06:39 GMT4 days ago",3527872,165.28,1
"Date:  Tue, 04 Aug 2020 06:08:01 GMT4 days ago",3527873,1.55,0
"Date:  Tue, 04 Aug 2020 06:08:16 GMT4 days ago",3527874,3.13,1
"Date:  Tue, 04 Aug 2020 06:08:41 GMT4 days ago",3527875,6.91,1
"Date:  Tue, 04 Aug 2020 06:09:18 GMT4 days ago",3527876,1.07,0
"Date:  Tue, 04 Aug 2020 06:09:27 GMT4 days ago",3527877,5.9,1
"Date:  Tue, 04 Aug 2020 06:10:01 GMT4 days ago",3527878,2.03,1
"Date:  Tue, 04 Aug 2020 06:10:20 GMT4 days ago",3527879,2.65,1
"Date:  Tue, 04 Aug 2020 06:10:42 GMT4 days ago",3527880,1.11,0
"Date:  Tue, 04 Aug 2020 06:10:52 GMT4 days ago",3527881,1.15,0
"Date:  Tue, 04 Aug 2020 06:11:03 GMT4 days ago",3527882,5.46,1
"Date:  Tue, 04 Aug 2020 06:11:36 GMT4 days ago",3527883,1.51,0
"Date:  Tue, 04 Aug 2020 06:11:50 GMT4 days ago",3527884,1.66,0
"Date:  Tue, 04 Aug 2020 06:12:06 GMT4 days ago",3527885,1.09,0
"Date:  Tue, 04 Aug 2020 06:12:16 GMT4 days ago",3527886,22.99,1
"Date:  Tue, 04 Aug 2020 06:13:09 GMT4 days ago",3527887,257.87,1
"Date:  Tue, 04 Aug 2020 06:14:38 GMT4 days ago",3527888,1.76,0
"Date:  Tue, 04 Aug 2020 06:14:55 GMT4 days ago",3527889,122.21,1
"Date:  Tue, 04 Aug 2020 06:16:12 GMT4 days ago",3527890,9.36,1
"Date:  Tue, 04 Aug 2020 06:16:53 GMT4 days ago",3527891,1.39,0
"Date:  Tue, 04 Aug 2020 06:17:06 GMT4 days ago",3527892,5.37,1
"Date:  Tue, 04 Aug 2020 06:17:39 GMT4 days ago",3527893,1.28,0
"Date:  Tue, 04 Aug 2020 06:17:51 GMT4 days ago",3527894,1.1,0
"Date:  Tue, 04 Aug 2020 06:18:01 GMT4 days ago",3527895,1.06,0
"Date:  Tue, 04 Aug 2020 06:18:11 GMT4 days ago",3527896,1.27,0
"Date:  Tue, 04 Aug 2020 06:18:23 GMT4 days ago",3527897,2.87,1
"Date:  Tue, 04 Aug 2020 06:18:46 GMT4 days ago",3527898,1.13,0
"Date:  Tue, 04 Aug 2020 06:18:57 GMT4 days ago",3527899,2.47,1
"Date:  Tue, 04 Aug 2020 06:19:18 GMT4 days ago",3527900,35.44,1
"Date:  Tue, 04 Aug 2020 06:20:18 GMT4 days ago",3527901,1.47,0
"Date:  Tue, 04 Aug 2020 06:20:32 GMT4 days ago",3527902,69.26,1
"Date:  Tue, 04 Aug 2020 06:21:42 GMT4 days ago",3527903,1.29,0
"Date:  Tue, 04 Aug 2020 06:21:54 GMT4 days ago",3527904,2.68,1
"Date:  Tue, 04 Aug 2020 06:22:17 GMT4 days ago",3527905,5.78,1
"Date:  Tue, 04 Aug 2020 06:22:50 GMT4 days ago",3527906,1.14,0
"Date:  Tue, 04 Aug 2020 06:23:01 GMT4 days ago",3527907,2.72,1
"Date:  Tue, 04 Aug 2020 06:23:24 GMT4 days ago",3527908,1.1,0
"Date:  Tue, 04 Aug 2020 06:23:34 GMT4 days ago",3527909,1.19,0
"Date:  Tue, 04 Aug 2020 06:23:44 GMT4 days ago",3527910,1.56,0
"Date:  Tue, 04 Aug 2020 06:23:59 GMT4 days ago",3527911,4.94,1
"Date:  Tue, 04 Aug 2020 06:24:31 GMT4 days ago",3527912,4.45,1
"Date:  Tue, 04 Aug 2020 06:25:01 GMT4 days ago",3527913,3.08,1
"Date:  Tue, 04 Aug 2020 06:25:25 GMT4 days ago",3527914,2,1
"Date:  Tue, 04 Aug 2020 06:25:44 GMT4 days ago",3527915,7.35,1
"Date:  Tue, 04 Aug 2020 06:26:21 GMT4 days ago",3527916,1.48,0
"Date:  Tue, 04 Aug 2020 06:26:35 GMT4 days ago",3527917,12.12,1
"Date:  Tue, 04 Aug 2020 06:27:20 GMT4 days ago",3527918,2.23,1
"Date:  Tue, 04 Aug 2020 06:27:40 GMT4 days ago",3527919,2.93,1
"Date:  Tue, 04 Aug 2020 06:28:04 GMT4 days ago",3527920,1.21,0
"Date:  Tue, 04 Aug 2020 06:28:15 GMT4 days ago",3527921,110734.2,1
"Date:  Tue, 04 Aug 2020 06:31:11 GMT4 days ago",3527922,1.12,0
"Date:  Tue, 04 Aug 2020 06:31:22 GMT4 days ago",3527923,55.31,1
"Date:  Tue, 04 Aug 2020 06:32:28 GMT4 days ago",3527924,1.15,0
"Date:  Tue, 04 Aug 2020 06:32:38 GMT4 days ago",3527925,1.36,0
"Date:  Tue, 04 Aug 2020 06:32:51 GMT4 days ago",3527926,1.21,0
"Date:  Tue, 04 Aug 2020 06:33:03 GMT4 days ago",3527927,1,0
"Date:  Tue, 04 Aug 2020 06:33:11 GMT4 days ago",3527928,2.2,1
"Date:  Tue, 04 Aug 2020 06:33:31 GMT4 days ago",3527929,11.66,1
"Date:  Tue, 04 Aug 2020 06:34:15 GMT4 days ago",3527930,8.98,1
"Date:  Tue, 04 Aug 2020 06:34:55 GMT4 days ago",3527931,1.38,0
"Date:  Tue, 04 Aug 2020 06:35:08 GMT4 days ago",3527932,30.14,1
"Date:  Tue, 04 Aug 2020 06:36:06 GMT4 days ago",3527933,2.63,1
"Date:  Tue, 04 Aug 2020 06:36:28 GMT4 days ago",3527934,2.41,1
"Date:  Tue, 04 Aug 2020 06:36:49 GMT4 days ago",3527935,15.49,1
"Date:  Tue, 04 Aug 2020 06:37:37 GMT4 days ago",3527936,1.11,0
"Date:  Tue, 04 Aug 2020 06:37:47 GMT4 days ago",3527937,5.33,1
"Date:  Tue, 04 Aug 2020 06:38:20 GMT4 days ago",3527938,9.34,1
"Date:  Tue, 04 Aug 2020 06:39:01 GMT4 days ago",3527939,1.02,0
"Date:  Tue, 04 Aug 2020 06:39:10 GMT4 days ago",3527940,1.39,0
"Date:  Tue, 04 Aug 2020 06:39:23 GMT4 days ago",3527941,2.32,1
"Date:  Tue, 04 Aug 2020 06:39:43 GMT4 days ago",3527942,3.62,1
"Date:  Tue, 04 Aug 2020 06:40:10 GMT4 days ago",3527943,1.42,0
"Date:  Tue, 04 Aug 2020 06:40:24 GMT4 days ago",3527944,1.97,0
"Date:  Tue, 04 Aug 2020 06:40:42 GMT4 days ago",3527945,1.04,0
"Date:  Tue, 04 Aug 2020 06:40:51 GMT4 days ago",3527946,1.21,0
"Date:  Tue, 04 Aug 2020 06:41:03 GMT4 days ago",3527947,4.33,1
"Date:  Tue, 04 Aug 2020 06:41:33 GMT4 days ago",3527948,3.36,1
"Date:  Tue, 04 Aug 2020 06:41:59 GMT4 days ago",3527949,1.24,0
"Date:  Tue, 04 Aug 2020 06:42:10 GMT4 days ago",3527950,1.22,0
"Date:  Tue, 04 Aug 2020 06:42:22 GMT4 days ago",3527951,4.02,1
"Date:  Tue, 04 Aug 2020 06:42:50 GMT4 days ago",3527952,2.95,1
"Date:  Tue, 04 Aug 2020 06:43:14 GMT4 days ago",3527953,1.45,0
"Date:  Tue, 04 Aug 2020 06:43:28 GMT4 days ago",3527954,1.94,0
"Date:  Tue, 04 Aug 2020 06:43:46 GMT4 days ago",3527955,16.98,1
"Date:  Tue, 04 Aug 2020 06:44:35 GMT4 days ago",3527956,1.28,0
"Date:  Tue, 04 Aug 2020 06:44:47 GMT4 days ago",3527957,2.45,1
"Date:  Tue, 04 Aug 2020 06:45:09 GMT4 days ago",3527958,1.14,0
"Date:  Tue, 04 Aug 2020 06:45:20 GMT4 days ago",3527959,2.6,1
"Date:  Tue, 04 Aug 2020 06:45:42 GMT4 days ago",3527960,1.49,0
"Date:  Tue, 04 Aug 2020 06:45:56 GMT4 days ago",3527961,1.51,0
"Date:  Tue, 04 Aug 2020 06:46:11 GMT4 days ago",3527962,9.13,1
"Date:  Tue, 04 Aug 2020 06:46:52 GMT4 days ago",3527963,1.09,0
"Date:  Tue, 04 Aug 2020 06:47:02 GMT4 days ago",3527964,3.56,1
"Date:  Tue, 04 Aug 2020 06:47:29 GMT4 days ago",3527965,1.44,0
"Date:  Tue, 04 Aug 2020 06:47:43 GMT4 days ago",3527966,1.39,0
"Date:  Tue, 04 Aug 2020 06:47:56 GMT4 days ago",3527967,1.32,0
"Date:  Tue, 04 Aug 2020 06:48:09 GMT4 days ago",3527968,1.12,0
"Date:  Tue, 04 Aug 2020 06:48:20 GMT4 days ago",3527969,2.99,1
"Date:  Tue, 04 Aug 2020 06:48:44 GMT4 days ago",3527970,1.06,0
"Date:  Tue, 04 Aug 2020 06:48:54 GMT4 days ago",3527971,4.82,1
"Date:  Tue, 04 Aug 2020 06:49:26 GMT4 days ago",3527972,5.02,1
"Date:  Tue, 04 Aug 2020 06:49:58 GMT4 days ago",3527973,10.33,1
"Date:  Tue, 04 Aug 2020 06:50:41 GMT4 days ago",3527974,2.64,1
"Date:  Tue, 04 Aug 2020 06:51:04 GMT4 days ago",3527975,1.57,0
"Date:  Tue, 04 Aug 2020 06:51:20 GMT4 days ago",3527976,1.44,0
"Date:  Tue, 04 Aug 2020 06:51:35 GMT4 days ago",3527977,1.97,0
"Date:  Tue, 04 Aug 2020 06:51:54 GMT4 days ago",3527978,7.37,1
"Date:  Tue, 04 Aug 2020 06:52:32 GMT4 days ago",3527979,1.33,0
"Date:  Tue, 04 Aug 2020 06:52:45 GMT4 days ago",3527980,1.01,0
"Date:  Tue, 04 Aug 2020 06:52:54 GMT4 days ago",3527981,1.31,0
"Date:  Tue, 04 Aug 2020 06:53:07 GMT4 days ago",3527982,6.55,1
"Date:  Tue, 04 Aug 2020 06:53:43 GMT4 days ago",3527983,1.94,0
"Date:  Tue, 04 Aug 2020 06:54:01 GMT4 days ago",3527984,365.79,1
"Date:  Tue, 04 Aug 2020 06:55:36 GMT4 days ago",3527985,1.59,0
"Date:  Tue, 04 Aug 2020 06:55:52 GMT4 days ago",3527986,5.48,1
"Date:  Tue, 04 Aug 2020 06:56:25 GMT4 days ago",3527987,1.12,0
"Date:  Tue, 04 Aug 2020 06:56:36 GMT4 days ago",3527988,1.07,0
"Date:  Tue, 04 Aug 2020 06:56:45 GMT4 days ago",3527989,1.94,0
"Date:  Tue, 04 Aug 2020 06:57:04 GMT4 days ago",3527990,1.34,0
"Date:  Tue, 04 Aug 2020 06:57:17 GMT4 days ago",3527991,1.33,0
"Date:  Tue, 04 Aug 2020 06:57:30 GMT4 days ago",3527992,1.16,0
"Date:  Tue, 04 Aug 2020 06:57:41 GMT4 days ago",3527993,9.65,1
"Date:  Tue, 04 Aug 2020 06:58:22 GMT4 days ago",3527994,2.51,1
"Date:  Tue, 04 Aug 2020 06:58:44 GMT4 days ago",3527995,3.68,1
"Date:  Tue, 04 Aug 2020 06:59:11 GMT4 days ago",3527996,3.02,1
"Date:  Tue, 04 Aug 2020 06:59:36 GMT4 days ago",3527997,1.11,0
"Date:  Tue, 04 Aug 2020 06:59:46 GMT4 days ago",3527998,13.47,1
"Date:  Tue, 04 Aug 2020 07:00:32 GMT4 days ago",3527999,2.49,1
"Date:  Tue, 04 Aug 2020 07:00:53 GMT4 days ago",3528000,1.05,0
"Date:  Tue, 04 Aug 2020 07:01:03 GMT4 days ago",3528001,1.65,0
"Date:  Tue, 04 Aug 2020 07:01:18 GMT4 days ago",3528002,3.46,1
"Date:  Tue, 04 Aug 2020 07:01:45 GMT4 days ago",3528003,10.08,1
"Date:  Tue, 04 Aug 2020 07:02:26 GMT4 days ago",3528004,1.11,0
"Date:  Tue, 04 Aug 2020 07:02:36 GMT4 days ago",3528005,1.79,0
"Date:  Tue, 04 Aug 2020 07:02:53 GMT4 days ago",3528006,9.37,1
"Date:  Tue, 04 Aug 2020 07:03:34 GMT4 days ago",3528007,1.51,0
"Date:  Tue, 04 Aug 2020 07:03:49 GMT4 days ago",3528008,1.25,0
"Date:  Tue, 04 Aug 2020 07:04:00 GMT4 days ago",3528009,1.98,0
"Date:  Tue, 04 Aug 2020 07:04:19 GMT4 days ago",3528010,8.69,1
"Date:  Tue, 04 Aug 2020 07:04:58 GMT4 days ago",3528011,17.96,1
"Date:  Tue, 04 Aug 2020 07:05:49 GMT4 days ago",3528012,4.01,1
"Date:  Tue, 04 Aug 2020 07:06:17 GMT4 days ago",3528013,3.54,1
"Date:  Tue, 04 Aug 2020 07:06:44 GMT4 days ago",3528014,1.21,0
"Date:  Tue, 04 Aug 2020 07:06:55 GMT4 days ago",3528015,1.16,0
"Date:  Tue, 04 Aug 2020 07:07:06 GMT4 days ago",3528016,83.33,1
"Date:  Tue, 04 Aug 2020 07:08:18 GMT4 days ago",3528017,7.47,1
"Date:  Tue, 04 Aug 2020 07:08:56 GMT4 days ago",3528018,1.84,0
"Date:  Tue, 04 Aug 2020 07:09:13 GMT4 days ago",3528019,6.88,1
"Date:  Tue, 04 Aug 2020 07:09:50 GMT4 days ago",3528020,1.42,0
"Date:  Tue, 04 Aug 2020 07:10:03 GMT4 days ago",3528021,3.45,1
"Date:  Tue, 04 Aug 2020 07:10:30 GMT4 days ago",3528022,4.05,1
"Date:  Tue, 04 Aug 2020 07:10:58 GMT4 days ago",3528023,2.21,1
"Date:  Tue, 04 Aug 2020 07:11:18 GMT4 days ago",3528024,44.42,1
"Date:  Tue, 04 Aug 2020 07:12:22 GMT4 days ago",3528025,1.63,0
"Date:  Tue, 04 Aug 2020 07:12:37 GMT4 days ago",3528026,1.8,0
"Date:  Tue, 04 Aug 2020 07:12:54 GMT4 days ago",3528027,4.55,1
"Date:  Tue, 04 Aug 2020 07:13:24 GMT4 days ago",3528028,3.59,1
"Date:  Tue, 04 Aug 2020 07:13:51 GMT4 days ago",3528029,1.75,0
"Date:  Tue, 04 Aug 2020 07:14:08 GMT4 days ago",3528030,2.14,1
"Date:  Tue, 04 Aug 2020 07:14:28 GMT4 days ago",3528031,2.51,1
"Date:  Tue, 04 Aug 2020 07:14:49 GMT4 days ago",3528032,1.23,0
"Date:  Tue, 04 Aug 2020 07:15:01 GMT4 days ago",3528033,1.38,0
"Date:  Tue, 04 Aug 2020 07:15:14 GMT4 days ago",3528034,1.02,0
"Date:  Tue, 04 Aug 2020 07:15:23 GMT4 days ago",3528035,3.41,1
"Date:  Tue, 04 Aug 2020 07:15:50 GMT4 days ago",3528036,2.89,1
"Date:  Tue, 04 Aug 2020 07:16:13 GMT4 days ago",3528037,1.67,0
"Date:  Tue, 04 Aug 2020 07:16:29 GMT4 days ago",3528038,1.67,0
"Date:  Tue, 04 Aug 2020 07:16:45 GMT4 days ago",3528039,1.59,0
"Date:  Tue, 04 Aug 2020 07:17:01 GMT4 days ago",3528040,2.13,1
"Date:  Tue, 04 Aug 2020 07:17:20 GMT4 days ago",3528041,1.93,0
"Date:  Tue, 04 Aug 2020 07:17:38 GMT4 days ago",3528042,1.72,0
"Date:  Tue, 04 Aug 2020 07:17:54 GMT4 days ago",3528043,1.08,0
"Date:  Tue, 04 Aug 2020 07:18:04 GMT4 days ago",3528044,1.06,0
"Date:  Tue, 04 Aug 2020 07:18:14 GMT4 days ago",3528045,7.8,1
"Date:  Tue, 04 Aug 2020 07:18:52 GMT4 days ago",3528046,1.15,0
"Date:  Tue, 04 Aug 2020 07:19:02 GMT4 days ago",3528047,1.72,0
"Date:  Tue, 04 Aug 2020 07:19:19 GMT4 days ago",3528048,1.68,0
"Date:  Tue, 04 Aug 2020 07:19:35 GMT4 days ago",3528049,1.6,0
"Date:  Tue, 04 Aug 2020 07:19:50 GMT4 days ago",3528050,15.01,1
"Date:  Tue, 04 Aug 2020 07:20:38 GMT4 days ago",3528051,1.41,0
"Date:  Tue, 04 Aug 2020 07:20:51 GMT4 days ago",3528052,2.4,1
"Date:  Tue, 04 Aug 2020 07:21:12 GMT4 days ago",3528053,1.19,0
"Date:  Tue, 04 Aug 2020 07:21:23 GMT4 days ago",3528054,1.43,0
"Date:  Tue, 04 Aug 2020 07:21:37 GMT4 days ago",3528055,2.31,1
"Date:  Tue, 04 Aug 2020 07:21:57 GMT4 days ago",3528056,1.22,0
"Date:  Tue, 04 Aug 2020 07:22:08 GMT4 days ago",3528057,1.01,0
"Date:  Tue, 04 Aug 2020 07:22:17 GMT4 days ago",3528058,3.51,1
"Date:  Tue, 04 Aug 2020 07:22:43 GMT4 days ago",3528059,112.81,1
"Date:  Tue, 04 Aug 2020 07:24:00 GMT4 days ago",3528060,1.4,0
"Date:  Tue, 04 Aug 2020 07:24:13 GMT4 days ago",3528061,1.26,0
"Date:  Tue, 04 Aug 2020 07:24:25 GMT4 days ago",3528062,2.32,1
"Date:  Tue, 04 Aug 2020 07:24:45 GMT4 days ago",3528063,3.48,1
"Date:  Tue, 04 Aug 2020 07:25:11 GMT4 days ago",3528064,1.89,0
"Date:  Tue, 04 Aug 2020 07:25:29 GMT4 days ago",3528065,1.84,0
"Date:  Tue, 04 Aug 2020 07:25:46 GMT4 days ago",3528066,1.14,0
"Date:  Tue, 04 Aug 2020 07:25:56 GMT4 days ago",3528067,1.24,0
"Date:  Tue, 04 Aug 2020 07:26:08 GMT4 days ago",3528068,2.12,1
"Date:  Tue, 04 Aug 2020 07:26:27 GMT4 days ago",3528069,1.15,0
"Date:  Tue, 04 Aug 2020 07:26:38 GMT4 days ago",3528070,1.24,0
"Date:  Tue, 04 Aug 2020 07:26:49 GMT4 days ago",3528071,1.64,0
